,Brand,Categorie,Description,Name,Photo,Price
35, Smoant,e_cigarette,"Smoant dévoile sa toute dernière box Charon Mini Smoant ❤ un condensé de technologie issue d'une conception qualitative et robuste au design tendance. Proposant une puissance maximale de 225W et de nombreux modes d'utilisation, vous ne regretterez pas l'achat du mod Charon Mini TC 225W Smoant ✔",Box Charon Mini 225W - Smoant,https://www.evaps.fr/documents/media/images/contenu/box-charon-mini-smoant.jpg,65.90
288,liquide Rouge 50ml - Liquideo,e_liquide,"Ajoutez de la couleur dans votre clearomiseur avec le Liquideo Rouge 50ml ❤. Un savoureux mix de framboises, de myrtilles et de cassis, accompagnés de menthol. Ce eliquide Fruits Rouges Liquideo vous apportera une vape fraîche et fruitée à vapoter a n'importe quelle heure de la journée.",E-liquide Rouge 50ml - Liquideo,https://www.evaps.fr/documents/media/images/contenu/eliquide-rouge-liquideo-50ml.jpg,19.90
407, Swag Juice,diy,Ajoutez de la couleur dans votre clearomiseur avec l'arôme Baaboon Swag Juice Remix ❤,Concentré Baaboon 10ml - Swag Juice,https://www.evaps.fr/documents/media/images/contenu/concentre-baaboon-swag-juice.jpg,5.90
200, Les Déglingos,e_liquide,"Le Eliquide Eye's Cream Les Déglingos ★ est une création gourmande et fruitée qui ravira vos papilles avec sa savoureuse tartelette aux fraises rouges et sucrées, bonifiée par une crème chantilly pour encore plus de gourmandise !",Eye's Cream 50ml - Les Déglingos,https://www.evaps.fr/documents/media/images/contenu/eyes-cream-les-deglingos.jpg,21.90
302, Full Moon,e_liquide,"Laissez vous envoûter par le eliquide 50ml Full Moon Green ❤. Savant et succulent mélange de citron, gingembre et d'ananas, le e-liquide ZHC Green Full Moon plongera vos papilles dans une expérience gustative hors du commun.",E liquide Green 50ml - Full Moon,https://www.evaps.fr/documents/media/images/contenu/e-liquide-green-full-moon-50ml.jpg,19.90
291,liquide Kiss Full 50ml - Liquideo ,e_liquide,"Rafraîchissez vous avec le Kiss Full 50ml Liquideo  ❤ et son bon goût de menthe fraîche ✔.Idéal pour les vapoteurs givrés, le eliquide fresh Kiss Full boosté fera frissonner vos papilles.",E-liquide Kiss Full 50ml - Liquideo ,https://www.evaps.fr/documents/media/images/contenu/eliquide-kiss-full-liquideo-50ml.jpg,19.90
297,liquide Bloody Frutti 50ml - Liquideo,e_liquide,"Le Liquideo Bloody Frutti 50ml ❤ est un mix de fruits rouges, de menthol et d'eucalyptus ➤ . Un véritable concentré de saveurs fruitées et fraiches à vapoter tout au long de la journée.",E-liquide Bloody Frutti 50ml - Liquideo,https://www.evaps.fr/documents/media/images/contenu/eliquide-bloody-frutti-liquideo-50ml.jpg,19.90
104, Eleaf,e_cigarette,,Ikonn 220 / Ello - Eleaf,https://www.evaps.fr/documents/media/images/contenu/ikonn-220-ello-eleaf.jpg,64.90
198, Danger Swoke,e_liquide,"Quand il sera question de marquer des points, les saveurs du e-liquide Pink Pong 50ml Danger ❤ feront un sans faute ✔",Pink Pong - Danger Swoke,https://www.evaps.fr/documents/media/images/contenu/pink-pong-swoke.jpg,24.90
75, Eleaf,e_cigarette,"Vapoteur débutant en mal d'inhalation indirecte ? Le kit Basal par Eleaf est fait pour vous ! Compact, discret avec un look des plus soignés, le kit Basal se glissera dans toutes les mains ❤",Kit Basal - Eleaf,https://www.evaps.fr/documents/media/images/contenu/kit-basal-eleaf.jpg,39.90
344, Dude's,diy,Le concentré Dude's Mixed Fruits 30ml ❤ sera l'ingrédient parfait pour des ▶recettes eliquide DIY hautes en exotisme !,Mixed Fruits - Dude's,https://www.evaps.fr/documents/media/images/contenu/mixed-fruits-dude-s.jpg,13.90
325, Readiy,diy,Le concentré Tabac Blond Readiy ❤ est un arôme d'origine française pour la fabrication de liquide pour cigarette électronique. Retrouvez le doux parfum d'une cigarette de tabac blond américain pour vos préparations DIY !,Arôme Tabac Blond - Readiy,https://www.evaps.fr/documents/media/images/contenu/arome-tabac-blond-readiy.jpg,3.50
256, PGVG Labs,e_liquide,Le eliquide Don Cristo 50ml PGVG Labs ❤ est une pure merveille pour les amateurs de e liquides tabac classique ✔ et sa vapeur en 30/70 de PG/VG offrira densité et panache.,Don Cristo 50ml - PGVG Labs,https://www.evaps.fr/documents/media/images/contenu/don-cristo-pgvg-labs.jpg,27.90
189, Avap,e_liquide,Transportez vos sens vers des contrées lointaines avec le e liquide Avap Sunny Devil ❤ ,Sunny Devil - Avap,https://www.evaps.fr/documents/media/images/contenu/sunny-devil-avap.jpg,5.90
56, Smoant,e_cigarette,"Si la mode est au pod, la marque Smoant réussi à s'y inscrire brillamment ✔ avec le kit e cigarette Smoant Pod S8 doté de courbes discrètes et élégantes ❤",Kit Pod S8 - Smoant,https://www.evaps.fr/documents/media/images/contenu/kit-pod-s8-smoant.jpg,26.90
282, Marie Jeanne,e_liquide,"Le E liquide CBD Marie Jeanne Lemon Kush ❤ séduira par sa saveur d'agrume, légèrement acidulée ✔ et terreuse ✔ pour un rendu de vapeur exquis et envoûtant ❤",Lemon Kush CBD - Marie Jeanne,https://www.evaps.fr/documents/media/images/contenu/lemon-kush-cbd-marie-jeanne.jpg,16.90
112, VOOPOO,e_cigarette,,Box Drag 157 - VOOPOO,https://www.evaps.fr/documents/media/images/contenu/box-drag-157-voopoo.jpg,59.90
237, Aqua,e_liquide,"Délectez vous du e liquide Pure Ice Aqua ❤ un succulent mélange de fraise, de pomme et de pastèque accompagné de menthol qui réveillera vos papilles à la recherche de nouvelles saveurs fruitées.",Pure Ice 50ml - Aqua,https://www.evaps.fr/documents/media/images/contenu/pure-ice-50ml-aqua.jpg,19.90
72, Kangertech,e_cigarette,Découvrez la Box Vola signé kangertech ✔,Box Vola 100W - Kangertech,https://www.evaps.fr/documents/media/images/contenu/box-vola-100w-kangertech.jpg,39.90
127, Wismec,e_cigarette,,Reuleaux RX2/3 - Wismec,https://www.evaps.fr/documents/media/images/contenu/reuleaux-rx2-3-wismec.jpg,71.90
364, La Lecheria Vape,diy,Le concentré Flan de Fresas La Lecheria Vape ❤ est un succulent ▶ flan espagnol relevé d'un ▶ coulis de fraises bien sucrées ✔,Concentré Flan de Fresas - La Lecheria Vape,https://www.evaps.fr/documents/media/images/contenu/concentre-flan-de-fresas-la-lecheria-vape.jpg,5.50
204, Furiosa Eggz,e_liquide,"Le liquide Furiosa Eggz Ultron 50ml ❤ a éclot d'un œuf de dragon légendaire du nom de Furiosa, et vous fera découvrir une nouvelle façon de vaper.",Ultron 50ml - Furiosa Eggz,https://www.evaps.fr/documents/media/images/contenu/ultron-furiosa-eggz.jpg,22.50
333,,diy,"Avec le flacon gradué VapoMix 30 ml, vous pourrez compléter efficacement votre panoplie de matériel DIY.",Flacon Vapomix 30 ml,https://www.evaps.fr/documents/media/images/contenu/flacon-vapomix-30-ml.jpg,1.90
148, Modjo Vapors,e_liquide,Le e liquide Greedy Wallace Modjo Vapors ❤ va surprendre plus d'un vapoteurs gourmand ! Le e-liquide 50ml Greedy Wallace ➤ est une délicieuse recette reproduisant à la perfection une délicieuse tarte à la myrtille agrémentée de notes de violette rappelant les délicieux bonbons à la violette.,Greedy Wallace 50ml - Modjo Vapors,https://www.evaps.fr/documents/media/images/contenu/greedy-wallace-modjo-vapors.jpg,19.90
140, Joyetech,e_cigarette,,Batterie eGo One V2 (1500 mAh) - Joyetech,https://www.evaps.fr/documents/media/images/contenu/batterie-ego-one-v2-standard-1500-mah-joyetech.jpg,21.90
165, Bee,e_liquide,"L'e-liquide FKC Bee est une création fruitée et gourmande vous proposant le délicieux mélange d'une fraise juteuse et d'un délicat kiwi, adoucit par une touche de crème. Laissez vous envahir par la vape douce et sucrée de cet e liquide français fraise kiwi !Le FKC Bee 10ml Solevan est fabriqué en France par la marque Solevan.",FKC 10ml - Bee,https://www.evaps.fr/documents/media/images/contenu/fkc-10ml-bee.jpg,5.90
449, Readiy,diy,Mettez de la couleur dans votre clearomiseur avec l'arôme Tutti Frutti de Readiy !,Arôme Tutti Frutti - Readiy,https://www.evaps.fr/documents/media/images/contenu/arome-tutti-frutti-readiy.jpg,3.50
146,Ouette 50ml - Tasty,e_liquide,"Le Tasty K-Ouette ✔ est un e-liquide français gourmand 50ml, avec de délicieuses cacahuètes, une noix de coco et des biscuits craquants, arrondis par des morceaux de caramel fondant.",K-Ouette 50ml - Tasty,https://www.evaps.fr/documents/media/images/contenu/k-ouette-50ml-tasty.jpg,19.90
126, Smoktech,e_cigarette,,Kit mod Alien 220 - Smoktech,https://www.evaps.fr/documents/media/images/contenu/kit-alien-220-smoktech.jpg,84.90
105, Aspire,e_cigarette,,Coffret Speeder - Aspire,https://www.evaps.fr/documents/media/images/contenu/coffret-speeder-aspire.jpg,79.90
404, Swag Juice,diy,Faites voyagez vos sens vers un monde exotique avec l'arôme Rillaz Tropique Mango Swag Juice Remix ❤,Concentré Rillaz 10ml - Swag Juice,https://www.evaps.fr/documents/media/images/contenu/concentre-rillaz-swag-juice.jpg,5.90
85, Ijoy,e_cigarette,,Kit Capo 100W Squonker - Ijoy,https://www.evaps.fr/documents/media/images/contenu/kit-capo-100w-squonker-ijoy.jpg,72.90
417, Secret Recipe,diy,Le concentré Cheesecake Secret Recipe © fera fondre de plaisir les amateurs de petites douceurs !,Cheesecake - Secret Recipe,https://www.evaps.fr/documents/media/images/contenu/cheesecake-secret-recipe.jpg,6.90
274, Cloud Vapor,e_liquide,"Le  e liquide Crazy Gigi Cloud Vapor ❤ va vous transporter avec ses saveurs exotiques composées d'ananas, de pastèque et de baies rouges, une explosion de saveur au sein de votre clearomiseur.",Crazy Gigi 40/50ml - Cloud Vapor,https://www.evaps.fr/documents/media/images/contenu/crazy-gigi-cloud-vapor-40-50ml.jpg,23.90
356, Dripping,diy,"L'arôme concentré Pinkberg Dripping ❤ ravira les amateurs d'arôme DIY fruité, acidulé et rafraîchissant ✔ pour une vape surprenante et vivifiante.",Arôme Pinkberg - Dripping,https://www.evaps.fr/documents/media/images/contenu/arome-pinkberg-dripping.jpg,12.90
63, Smoktech,e_cigarette,Découvrez le Kit Majesty Luxe Edition Smok © !,Kit Majesty Luxe Edition - Smoktech,https://www.evaps.fr/documents/media/images/contenu/kit-majesty-smoktech.jpg,109.90
353, The Fuu,diy,Avec le Booster Anything Salts The Fuu ❤ même les amateurs de Pods électroniques ont le droit de créer ▶ leur propre e liquide DIY aux sels de nicotine.,Booster Anything Salts - The Fuu,https://www.evaps.fr/documents/media/images/contenu/booster-anything-salts-fuu.jpg,2.50
170, Bio France,e_liquide,"L'eliquide Globe Trotter French Malaisien est une création originale, fruitée et gourmande, avec une combinaison inédite entre une pomme juteuse et de délicieuses noix de Cola.",Globe Trotter French Malaisien - Bio France,https://www.evaps.fr/documents/media/images/contenu/globe-trotter-french-malaisien-bio-france.jpg,5.50
26, Aspire,e_cigarette,"Avec le Kit Aspire Dynamo 220W TC ★, la marque Aspire montre qu'elle veut rester incontournable dans le milieu de la vape.",Kit Dynamo 220W - Aspire,https://www.evaps.fr/documents/media/images/contenu/kit-dynamo-220w-aspire.jpg,99.90
393, Eliquid France,diy,Le Booster Nicotine Eliquid France ❤ vous permettra de booster vos eliquides grand format et vos recettes de e-liquide DIY composés de base neutre.,Booster 20mg Nico Pulse - Eliquid France,https://www.evaps.fr/documents/media/images/contenu/booster-nico-pulse-eliquid-france.jpg,1.70
270, Mr Good Vape,e_liquide,"Retombez en enfance avec le e liquide Sweet Lovin Mr Good Vape ❤ délicieux mélange composé de bonbons à la fraise et à la pastèque, accompagné d'une poignée de bubble gum pour une farandole de confiserie assurée !",Sweet Lovin 50ml - Mr Good Vape,https://www.evaps.fr/documents/media/images/contenu/sweet-lovin-mr-good-vape.jpg,22.90
152, Marie Jeanne,e_liquide,Détendez vous avec le e liquide CBD Classic N°1 Marie Jeanne ❤ reprenant les codes d'un tabac blond classique.,Classic N°1 CBD - Marie Jeanne,https://www.evaps.fr/documents/media/images/contenu/classic-n1-cbd-marie-jeanne.jpg,14.90
448, Readiy,diy,Plongez vos papilles au cœur de l'Italie avec l'arôme Citron jaune d'Italie de Readiy ❤!,Arôme Citron Jaune D'Italie - Readiy,https://www.evaps.fr/documents/media/images/contenu/arome-citron-jaune-d-italie-readiy.jpg,3.50
257, Naked 100,e_liquide,La recette du eliquide Amazing Mango 50ml Naked 100 ❤ est une merveille de saveurs fruitées et d'une gourmandise subtilement onctueuse ✔,Amazing Mango 50ml - Naked 100,https://www.evaps.fr/documents/media/images/contenu/amazing-mango-50ml-naked-100.jpg,24.90
426, Halo White label,diy,"Dès que la menthe passe entre les mains de Halo, des arômes concentrés DIY d'une grande qualité en découlent. Et l'arôme Krypton Halo White Label ne déroge pas à la règle ❤",Arôme Krypton - Halo White label,https://www.evaps.fr/documents/media/images/contenu/krypton-halo-arome-white-label.jpg,4.90
263, Ko Punch,e_liquide,"Devenez le champion de l'exotisme avec le e liquide Ko Punch Pineapple Punch ❤ Savoureux eliquide à l'ananas, il fera le bonheur des vapoteurs recherchant des saveurs simples mais terriblement délicieuses.",Pineapple Punch 80ml - Ko Punch,https://www.evaps.fr/documents/media/images/contenu/pineapple-punch-ko-punch.jpg,24.90
264, Eliquid France,e_liquide,"Avis aux amateurs du eliquide Relax, découvrez son nouveau conditionnement le e-liquide Relax 100ml Eliquid France ❤ ",Relax 100ml - Eliquid France,https://www.evaps.fr/documents/media/images/contenu/relax-100ml-eliquid-france.jpg,29.90
18, Hugo Vapor,e_cigarette,"Le fabricant Hugo Vapor propose aujourd'hui le MOD Hugo Vapor Ranger GT234 ✔, un MOD qui marie parfaitement hautes performances et un look rétro d'enfer !",Box Ranger GT234 - Hugo Vapor,https://www.evaps.fr/documents/media/images/contenu/box-ranger-gt234-hugo-vapor.jpg,59.90
387, Fonta Flava,diy,Le concentré Fonta Flava Pinego ❤ promet un succulent mélange d'ananas ✔ et de mangue ✔ façon arôme malaisien.,Arôme Pinego - Fonta Flava,https://www.evaps.fr/documents/media/images/contenu/arome-pinego-fonta-flava.jpg,5.90
66, Kanger,e_cigarette,"Compact, léger et aux finitions irréprochables, le kit Vola de Kanger est une cigarette électronique idéale pour une utilisation quotidienne et agréable ❤.",Kit Vola 100W - Kanger,https://www.evaps.fr/documents/media/images/contenu/kit-vola-100w-kangertech.jpg,54.90
53, Smoant ,e_cigarette,La Smoant Box Cylon 218W ❤ vous permettra de faire ressortir votre personnalité grâce à son interface entièrement personnalisable et son écran haute résolution ✔,Box Cylon TC 218W - Smoant ,https://www.evaps.fr/documents/media/images/contenu/box-cylon-smoant.jpg,65.90
65, Joyetech,e_cigarette,"Joyetech © agrandit sa gamme AIO avec la Ego AIO ECO, un kit e cigarette Joyetech complet et pratique, parfaitement adapté aux vapoteurs novices ainsi qu'aux petits fumeurs.",Ego AIO ECO 650 mAh - Joyetech,https://www.evaps.fr/documents/media/images/contenu/ego-aio-eco-joyetech.jpg,14.90
164, Bee,e_liquide,L'eliquide Peachy Bee vous promet une vape légère et savoureuse au bon goût d'une délicieuse pêche juteuse. Cet e-liquide français pêche est une création fruitée proche de la perfection pour les amateurs de ce fruit du verger !Le Peachy Bee 10ml Solevan est fabriqué en France par la marque Solevan.,Peachy 10ml - Bee,https://www.evaps.fr/documents/media/images/contenu/peachy-10ml-bee.jpg,5.90
4, THC,e_cigarette,"Le mod Tauren THC ★ est un magnifique mod mécanique de type tube, alliant qualité de fabrication, excellente conductivité et design luxueux.",Tauren Mod - THC,https://www.evaps.fr/documents/media/images/contenu/tauren-mod-thc.jpg,59.90
296,liquide Blue Alien 50ml - Liquideo,e_liquide,"Le Blue Alien 50ml Liquideo ❤ est un exotique mélange de curaçao, de framboise et de menthe. Détonant et frais ✓ il emmènera vos papilles à bord de sa soucoupe pour un voyage inattendu.",E-liquide Blue Alien 50ml - Liquideo,https://www.evaps.fr/documents/media/images/contenu/eliquide-blue-alien-liquideo-50ml.jpg,19.90
129, Aspire,e_cigarette,,Kit PockeX Pocket AIO - Aspire,https://www.evaps.fr/documents/media/images/contenu/kit-pockex-pocket-aio-aspire.jpg,22.90
343, Dude's,diy,"Le concentré Peach Lemon Dudes 30ml ❤ est un concentré tout en douceur, mais non sans une pointe légèrement acidulée qui sera très appréciée ✔",Peach Lemon - Dude's,https://www.evaps.fr/documents/media/images/contenu/peach-lemon-dude-s.jpg,13.90
281, Marie Jeanne,e_liquide,Le Fresh Mint CBD Marie Jeanne ❤ associe parfaitement les saveurs naturelles de la plante ✔ à la fraîcheur d'une menthe vivifiante ✔,Fresh Mint CBD - Marie Jeanne,https://www.evaps.fr/documents/media/images/contenu/fresh-mint-cbd-marie-jeanne.jpg,14.90
277, Swag Juice,e_liquide,"Succombez au délicieuses saveurs du eliquide Swag Juice Panzie ❤, composé de cranberry juteuse et de divers fruits des bois, le Panzie 50ml Swag Juice donnera entière satisfaction à vos papilles.",Panzie 50ml - Swag Juice,https://www.evaps.fr/documents/media/images/contenu/panzie-swag-juice-50ml.jpg,16.90
389, Maori,diy,"L'arôme Maori Honu Full Moon ❤ vous réserve une savoureuse surprise gustative avec ses saveurs de pêche juteuse et son litchi sucré. Le concentre Honu Maori et son duo de choc, émerveillera vos papilles de plaisir.",Concentré Honu - Maori,https://www.evaps.fr/documents/media/images/contenu/concentre-honu-maori.jpg,5.90
33,Priv Baby 80W - Smoktech,e_cigarette,Le kit Smok X-Priv Baby 80W ❤ est la version miniature du célèbre et renommé kit X-Priv de Smoktech.,Kit X-Priv Baby 80W - Smoktech,https://www.evaps.fr/documents/media/images/contenu/kit-x-priv-baby-80w-smoktech.jpg,69.90
78, Wismec,e_cigarette,Équipez vous du kit Sinuous Ravage 230W de chez Wismec !,Kit Sinuous Ravage 230W- Wismec,https://www.evaps.fr/documents/media/images/contenu/kit-sinuous-ravage-wismec-230w.jpg,69.90
118, Smoktech,e_cigarette,,Coffret GX350 / TFV8 - Smoktech,https://www.evaps.fr/documents/media/images/contenu/coffret-gx350-tfv8-smoktech.jpg,79.90
430, Halo White label,diy,L'arôme Frostbite de Halo est un arôme concentré pour e liquide DIY de la gamme White Label ©,Arôme Frostbite - Halo White label,https://www.evaps.fr/documents/media/images/contenu/frostbite-halo-arome-white-label.jpg,4.90
167, Bee,e_liquide,L'eliquide Fraisio Bee est une création vous proposant de vaper une fraise juteuse et sucrée à souhait pour un plaisir simple et efficace. Émerveillez vos papilles avec ce merveilleux e-liquide français fraise !Le Fraisio Bee 10ml Solevan est fabriqué en France par la marque Solevan.,Fraisio 10ml - Bee,https://www.evaps.fr/documents/media/images/contenu/fraisio-10ml-bee.jpg,5.90
25,Priv 230W - Smoktech,e_cigarette,"Le Kit I-Priv Smok 230W ✔ est un nouveau kit de e-cigarette performant et innovant proposé par Smoktech. Ce pack Smoktech I-Priv est composé d'une Box Mod Smok I-Priv 230W avec reconnaissance vocale, et du fameux clearomiseur de la même marque, le TFV12 Prince.",Kit I-Priv 230W - Smoktech,https://www.evaps.fr/documents/media/images/contenu/kit-i-priv-230w-smoktech.jpg,89.90
128, Kangertech,e_cigarette,,Kit EVOD PRO V2 - Kangertech,https://www.evaps.fr/documents/media/images/contenu/kit-evod-pro-v2-kangertech.jpg,32.90
354, Milkshakes,diy,"L'arôme Milfman V2 Milkshakes ❤ est une explosion de saveurs entre fruit délicat, gourmandise craquante et onctuosité ✔",Concentré Milfman V2 - Milkshakes,https://www.evaps.fr/documents/media/images/contenu/concentre-milfman-milkshakes.jpg,12.90
376, Alien Visions,diy,Simplifiez vous la vie avec le bouchon verseur pour e-liquide Alien Visions 100ml ❤,Bouchon Flacon 100ml - Alien Visions,https://www.evaps.fr/documents/media/images/contenu/bouchon-flacon-alien-visions.jpg,1.50
